user_id,is_gone
4,0.062181840028977954
6,0.062181840028977954
10,0.08667960674360209
12,0.23454943505852666
13,1.0
15,0.5848445105973015
19,0.062181840028977954
21,0.9921270586297759
23,0.062181840028977954
35,0.5589494707057948
40,0.062181840028977954
45,0.25503673545867117
55,0.4944064152525099
58,0.6524495861606633
62,0.2072079890255581
72,0.062181840028977954
74,0.5009395275212147
81,0.19708740309951622
84,0.08001304504516465
92,0.062181840028977954
93,0.062181840028977954
98,0.03066776883840118
102,1.0
105,0.1845782528021407
107,0.062181840028977954
112,0.2640381088005338
113,0.5673700674949346
119,0.8856474403346583
124,0.6898042024517176
140,0.8600418208388823
141,0.21653592802844618
143,0.062181840028977954
150,0.25528814706049835
159,0.062181840028977954
162,0.25490332892764883
164,0.31613023663696926
165,0.062181840028977954
167,0.23040128412879937
174,0.062181840028977954
177,0.5961973289041608
180,0.062181840028977954
185,0.062181840028977954
186,1.0
195,0.6875695978589831
198,0.8563328688039799
200,0.7927064776302124
204,0.6749653947518239
205,0.10201772626797981
207,0.999875
208,0.9992857142857143
212,0.2647239992614572
213,0.03066776883840118
217,0.062181840028977954
218,0.08453763489042519
234,0.062181840028977954
235,0.4754861416137964
236,0.06258607386703532
237,0.062181840028977954
242,0.18063916690442128
248,0.9658154628021228
253,0.8149792634274344
260,0.45587598295276016
261,0.4655492874311136
269,0.062181840028977954
271,0.5195558568368701
273,0.062181840028977954
276,0.07921594972572421
283,0.030182596189225978
289,0.062181840028977954
298,0.3805471143756296
303,0.6160556324632337
306,0.03066776883840118
308,0.030182596189225978
317,0.062181840028977954
318,0.062181840028977954
319,0.062181840028977954
320,0.062181840028977954
324,0.2618714415655919
328,0.2086923173512838
331,0.2025923123301876
335,0.24969976618134
341,0.6134115204974815
346,0.062181840028977954
348,0.062181840028977954
349,0.07905652907638876
351,0.062181840028977954
355,0.35037331937477395
363,0.4911656094345681
366,0.062181840028977954
367,0.23094165902686614
373,0.22845761404098294
375,0.05978987864041465
382,0.10201772626797981
388,0.062181840028977954
389,0.062181840028977954
391,0.9956067892373227
400,0.10201772626797981
406,0.062181840028977954
409,1.0
411,0.36413416333891324
414,0.07911392223814712
